date,store_name,store_id,total_signals,unique_visits,device_id,lat,lon,addidas,apple,bmw,employed,female,h_&_m,high_income,honda,job_seeking,low_income,male,mercedes-benz,middle_income,retired,student,tommy_helfinger
2021-01-05,Kaufland,place_224,8,4,124209,210.0840652,52.7436132,0,0,0,0,0,0,0,0,0,2,4,1,2,0,0,0
2021-01-05,Kaufland,place_225,5,2,40971,104.9243062,26.7354166,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0
2021-01-05,Kaufland,place_226,1,1,43709,52.53364000000001,13.4569,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2021-01-05,Kaufland,place_227,6,3,84758,157.5877977,39.6430446,0,1,0,1,0,0,1,0,0,0,3,0,2,0,0,0
2021-01-05,McDonald's,place_13,1,1,43704,52.5529419,13.5437696,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2021-01-05,McDonald's,place_15,1,1,84543,52.40304,13.18657,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2021-01-05,McDonald's,place_2,2,2,25888,105.094212,26.936792,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0
2021-01-05,McDonald's,place_26,2,2,14517,104.8724388,26.9296461,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
2021-01-05,McDonald's,place_28,2,2,84412,105.0406736,26.7725967,0,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0
2021-01-05,McDonald's,place_33,1,1,16958,52.525767,13.368367999999998,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
